1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,KitchenQual_Enc,GarageFinish_Enc,BsmtExposure_Enc,BsmtFinType1_Enc
1226,0.0,3.0,0,1226,740,2009.0,1226,10402,94.0,0.0,36,5,7,1226,2009,2009,198900,3,1.0,0.0,0.0
976,1111.0,5.0,568,264,444,1966.0,2087,12205,69.0,157.0,168,8,6,832,1966,2007,187500,3,2.0,3.0,-1.0
1158,0.0,3.0,941,217,576,2006.0,1158,13072,63.0,0.0,50,5,6,1158,2004,2004,158000,3,0.0,0.0,3.0
1154,0.0,3.0,740,184,480,1966.0,1154,11000,69.0,200.0,58,6,5,1154,1966,1966,154000,2,1.0,1.0,2.0
880,844.0,3.0,0,880,527,1998.0,1724,8924,57.0,0.0,155,5,7,880,1998,1999,188000,3,2.0,2.0,0.0
773,885.0,3.0,219,554,431,1995.0,1658,8000,69.0,0.0,84,5,6,773,1995,1996,188000,2,2.0,0.0,4.0
1126,0.0,2.0,0,0,520,2002.0,1126,8777,67.0,0.0,96,5,4,0,1949,2003,108000,3,2.0,-1.0,-1.0
872,521.0,3.0,0,816,300,1955.0,1393,16466,59.0,0.0,0,7,5,816,1955,1955,135500,2,0.0,0.0,0.0
1968,1479.0,4.0,192,536,1014,1982.0,3447,14100,69.0,632.0,12,9,8,728,1935,1997,381000,3,-1.0,1.0,1.0
483,504.0,2.0,309,174,264,1973.0,987,1953,21.0,408.0,0,5,6,483,1973,1973,83000,2,0.0,0.0,2.0
808,547.0,4.0,351,112,0,0.0,1355,10106,62.0,0.0,0,7,5,644,1940,1999,127500,2,-1.0,0.0,3.0
2069,0.0,4.0,425,160,505,1960.0,2069,27650,313.0,0.0,0,7,7,585,1960,2007,242000,3,1.0,3.0,4.0
757,0.0,3.0,549,195,440,1999.0,1501,2280,24.0,360.0,0,5,7,744,1999,1999,179400,2,0.0,0.0,3.0
1976,0.0,2.0,1350,626,908,2006.0,1976,14977,110.0,304.0,63,5,8,1976,2006,2007,440000,3,1.0,3.0,-1.0
1563,0.0,3.0,33,1530,758,2007.0,1563,10206,78.0,468.0,99,5,8,1563,2007,2007,245000,3,1.0,0.0,4.0
572,539.0,2.0,0,572,288,1982.0,1111,5700,69.0,0.0,0,7,7,572,1926,1950,116900,2,0.0,0.0,0.0
851,651.0,3.0,0,776,270,1931.0,1502,7200,60.0,0.0,0,6,7,776,1931,2000,149000,2,1.0,0.0,0.0
1733,0.0,4.0,0,0,452,1955.0,1733,13680,69.0,0.0,0,5,3,0,1955,1955,139600,2,0.0,-1.0,-1.0
1848,880.0,4.0,1410,438,706,2006.0,2728,20431,56.0,870.0,0,5,9,1848,2005,2006,437154,4,2.0,0.0,4.0
630,672.0,3.0,231,399,264,1972.0,1302,1680,21.0,268.0,0,7,5,630,1972,1972,119500,2,0.0,0.0,3.0
1332,192.0,0.0,1258,74,586,1979.0,1524,23595,69.0,0.0,0,6,7,1332,1979,1979,260000,3,2.0,3.0,4.0
1120,468.0,4.0,0,0,680,1991.0,1588,17120,80.0,0.0,59,4,4,0,1959,1959,134432,2,2.0,-1.0,-1.0
1125,0.0,2.0,0,1125,430,2007.0,1125,8536,74.0,0.0,64,5,5,1125,2006,2007,155000,2,0.0,0.0,0.0
520,600.0,2.0,0,600,480,2005.0,1200,3180,30.0,0.0,166,5,7,600,2005,2005,151000,3,1.0,0.0,0.0
798,842.0,3.0,0,798,520,2004.0,1640,8366,65.0,0.0,45,5,6,798,2004,2004,173000,3,1.0,0.0,0.0
1223,904.0,3.0,1000,223,525,1994.0,2127,10944,81.0,448.0,132,5,7,1223,1994,1994,271000,3,1.0,0.0,4.0
972,0.0,2.0,680,292,240,1948.0,972,8000,50.0,0.0,0,6,6,972,1948,2002,132000,2,0.0,0.0,3.0
1142,878.0,3.0,584,544,466,1995.0,2020,9828,80.0,0.0,155,5,8,1128,1995,1995,239500,3,1.0,0.0,4.0
1144,0.0,3.0,739,405,596,1956.0,1144,9571,68.0,0.0,0,6,5,1144,1956,1956,129000,2,0.0,2.0,2.0
1352,0.0,3.0,300,468,288,1958.0,1352,6930,92.0,120.0,0,4,5,1062,1958,1958,130000,3,0.0,2.0,2.0
926,0.0,3.0,234,0,484,1974.0,1316,5500,50.0,0.0,0,7,5,926,1929,2001,130000,2,0.0,0.0,-1.0
1086,838.0,3.0,956,130,592,1998.0,1924,12011,78.0,530.0,75,5,8,1086,1998,1998,280000,3,1.0,2.0,4.0
1164,0.0,3.0,1040,124,240,1950.0,1164,10880,68.0,0.0,48,5,5,1164,1950,1950,125000,2,0.0,0.0,3.0
952,0.0,2.0,852,100,840,1988.0,952,7350,60.0,0.0,0,7,5,952,1951,1951,139000,2,0.0,1.0,3.0
938,1215.0,4.0,259,425,0,0.0,2358,5250,50.0,0.0,54,5,8,684,1872,1987,122000,2,-1.0,0.0,-1.0
1680,0.0,3.0,808,72,540,1988.0,1680,21695,69.0,260.0,44,9,6,880,1988,2007,222000,3,2.0,0.0,4.0
1221,691.0,3.0,0,482,672,2003.0,1912,10800,60.0,0.0,25,7,6,482,1905,2000,163000,2,0.0,0.0,0.0
1004,0.0,2.0,578,426,480,1970.0,1004,11241,69.0,180.0,0,7,6,1004,1970,1970,149000,2,2.0,0.0,3.0
774,456.0,3.0,384,363,305,1946.0,1230,4712,51.0,0.0,57,7,4,747,1946,1950,121600,2,0.0,0.0,3.0
1167,0.0,3.0,645,270,495,1972.0,1167,8731,98.0,0.0,0,5,5,915,1920,1950,144000,2,0.0,0.0,2.0
1301,0.0,2.0,405,740,440,1965.0,1301,6911,60.0,0.0,0,5,5,1145,1924,1950,100000,1,0.0,1.0,-1.0
1453,0.0,3.0,1082,371,445,1986.0,1453,5271,69.0,0.0,80,5,7,1453,1986,1986,190000,3,1.0,3.0,4.0
1601,0.0,3.0,1358,223,670,2001.0,1601,11423,69.0,479.0,0,5,8,1581,2001,2002,272000,3,1.0,2.0,4.0
1588,0.0,3.0,0,1588,825,2006.0,1588,10000,85.0,410.0,45,5,8,1588,2006,2006,227000,3,-1.0,2.0,0.0
1095,0.0,2.0,513,75,264,1958.0,1095,10382,75.0,105.0,0,5,6,588,1958,1958,140000,2,-1.0,3.0,3.0
1050,0.0,3.0,915,135,368,1961.0,1050,10659,69.0,0.0,319,6,5,1050,1961,1961,136500,2,0.0,0.0,1.0
960,0.0,3.0,520,440,432,1965.0,960,10921,73.0,48.0,0,5,4,960,1965,1965,94750,2,2.0,0.0,1.0
1002,454.0,4.0,0,810,280,1954.0,1456,7585,50.0,0.0,0,3,5,810,1948,1950,91500,2,0.0,1.0,0.0
1489,0.0,3.0,0,1489,462,1968.0,1489,9156,69.0,0.0,0,7,6,1489,1968,1968,185750,3,1.0,0.0,0.0
1726,0.0,3.0,1126,600,786,2007.0,1726,9416,79.0,205.0,138,5,7,1726,2007,2007,311872,4,-1.0,0.0,-1.0
1362,720.0,3.0,0,1362,484,2003.0,2082,11426,63.0,0.0,238,5,7,1362,2003,2003,200000,3,0.0,0.0,0.0
1339,0.0,3.0,1053,256,484,1990.0,1339,8049,50.0,54.0,58,5,7,1309,1990,1990,180000,2,2.0,0.0,3.0
1310,1140.0,3.0,781,503,1069,1998.0,2450,16545,69.0,731.0,126,5,8,1284,1998,1998,340000,3,2.0,1.0,4.0
879,984.0,4.0,0,879,660,2006.0,1863,14054,58.0,0.0,17,5,7,879,2006,2006,219210,3,2.0,2.0,0.0
768,0.0,2.0,656,112,396,1988.0,768,8445,70.0,0.0,0,7,5,768,1972,2007,133000,2,0.0,2.0,4.0
334,0.0,1.0,0,0,0,0.0,334,5000,50.0,0.0,0,3,1,0,1946,1950,39300,1,-1.0,-1.0,-1.0
1136,0.0,3.0,892,244,384,1965.0,1136,9200,80.0,0.0,0,6,6,1136,1965,1965,140000,2,-1.0,0.0,1.0
1337,0.0,2.0,1201,36,405,1998.0,1337,4500,32.0,443.0,199,5,6,1237,1998,1998,153500,2,2.0,0.0,4.0
912,0.0,2.0,312,0,288,1964.0,912,7800,66.0,0.0,0,5,5,912,1964,1964,115000,2,0.0,0.0,1.0
876,936.0,4.0,540,324,264,1962.0,1812,7590,69.0,288.0,168,5,5,864,1962,1962,169500,2,1.0,0.0,3.0
1052,720.0,4.0,378,342,240,1939.0,2192,8400,60.0,0.0,24,8,5,720,1939,1997,179500,3,-1.0,0.0,-1.0
658,526.0,5.0,0,658,0,0.0,1184,8410,58.0,0.0,151,3,5,658,1910,1996,81000,2,-1.0,0.0,0.0
964,925.0,4.0,0,925,308,1960.0,1889,10120,60.0,0.0,0,4,7,925,1910,1950,122000,2,0.0,0.0,0.0
1327,0.0,3.0,405,658,624,1974.0,1327,7388,75.0,0.0,0,6,5,1063,1959,2002,150750,3,0.0,0.0,1.0
1422,0.0,3.0,588,606,576,1981.0,1422,12090,78.0,210.0,0,6,6,1422,1981,1981,175500,3,2.0,0.0,-1.0
1632,0.0,4.0,0,1632,576,1967.0,1632,25000,100.0,0.0,0,4,5,1632,1967,1967,143000,2,0.0,2.0,0.0
1630,0.0,3.0,0,1630,451,2000.0,1630,9750,75.0,171.0,234,5,7,1630,2000,2001,213000,3,0.0,0.0,-1.0
1013,0.0,2.0,0,1013,0,0.0,1526,8470,105.0,0.0,0,2,3,1013,1915,1982,85000,1,-1.0,0.0,0.0
1040,0.0,2.0,0,0,420,1956.0,1040,7200,60.0,0.0,0,5,4,0,1949,1950,90000,2,0.0,-1.0,-1.0
841,806.0,4.0,0,806,216,1920.0,1647,6858,66.0,0.0,66,4,6,806,1915,1950,128000,1,0.0,0.0,0.0
1328,653.0,4.0,622,500,576,1981.0,1981,7804,65.0,0.0,44,3,4,1122,1928,1950,135000,3,0.0,0.0,2.0
1644,0.0,3.0,1285,131,418,1953.0,1644,9600,80.0,238.0,0,5,6,1416,1953,1953,167000,2,2.0,0.0,4.0
1482,1092.0,3.0,0,1482,868,2007.0,2574,9588,69.0,270.0,148,5,8,1482,2007,2007,276000,4,2.0,0.0,0.0
1060,764.0,3.0,0,764,520,1940.0,1824,13515,60.0,0.0,0,6,6,764,1919,1950,180500,2,0.0,0.0,0.0
1350,0.0,3.0,624,288,520,1964.0,1350,9020,82.0,259.0,0,5,6,1248,1964,1964,168500,2,1.0,3.0,4.0
958,0.0,2.0,958,0,440,1976.0,958,4928,69.0,0.0,60,6,6,958,1976,1976,143750,2,1.0,0.0,-1.0
1053,795.0,4.0,0,833,370,1922.0,1848,13053,64.0,0.0,0,7,6,833,1923,2000,207000,3,0.0,0.0,0.0
1620,0.0,3.0,1116,165,490,1993.0,1620,9991,69.0,0.0,78,4,4,1281,1976,1993,150000,2,0.0,0.0,2.0
1167,0.0,3.0,560,598,400,1992.0,1167,9248,69.0,106.0,26,6,6,1158,1992,1992,173000,3,1.0,0.0,4.0
798,0.0,3.0,94,641,220,1949.0,1487,8741,52.0,0.0,140,4,6,735,1945,1950,113000,2,0.0,0.0,-1.0
892,0.0,3.0,432,460,288,1967.0,892,7150,65.0,60.0,0,5,5,892,1967,1967,100000,2,1.0,0.0,2.0
804,0.0,3.0,510,278,240,1940.0,804,7200,60.0,294.0,0,7,5,788,1940,1992,119000,3,0.0,0.0,2.0
1140,0.0,3.0,0,1140,0,0.0,1140,17217,90.0,0.0,56,5,5,1140,2006,2006,84500,2,-1.0,0.0,0.0
983,813.0,4.0,400,380,483,1963.0,1796,7056,71.0,415.0,50,5,6,780,1963,1963,140000,2,1.0,0.0,2.0
1118,912.0,4.0,156,692,551,1976.0,2030,12046,69.0,298.0,224,6,6,848,1976,1976,195000,3,2.0,0.0,-1.0
1026,981.0,3.0,765,252,812,2008.0,2007,11003,85.0,160.0,52,5,10,1017,2008,2008,310000,4,-1.0,2.0,4.0
691,0.0,2.0,0,691,216,1920.0,691,5400,60.0,0.0,20,6,5,691,1920,1950,86000,4,0.0,0.0,0.0
786,0.0,3.0,0,768,676,2008.0,1590,9000,75.0,0.0,30,5,8,768,2008,2008,210000,3,1.0,0.0,0.0
1216,639.0,4.0,444,550,325,1954.0,1855,9525,75.0,0.0,0,4,6,994,1954,1972,136900,2,0.0,0.0,1.0
1028,776.0,3.0,0,994,442,1999.0,1804,7500,60.0,0.0,60,5,7,994,1999,1999,189000,3,2.0,0.0,0.0
884,884.0,3.0,550,334,543,2003.0,1768,8158,65.0,252.0,63,5,7,884,2003,2003,224900,3,-1.0,0.0,4.0
1831,1796.0,4.0,1387,543,807,1995.0,3627,35760,118.0,1378.0,76,5,10,1930,1995,1996,625000,3,2.0,3.0,4.0
1298,0.0,3.0,1258,40,403,1985.0,1298,11200,69.0,85.0,26,5,6,1298,1985,1985,180000,3,-1.0,0.0,4.0
1801,0.0,1.0,1247,254,484,1959.0,1801,15602,100.0,0.0,54,8,7,1501,1959,1997,289000,2,2.0,0.0,3.0
630,0.0,1.0,553,77,0,0.0,630,1533,21.0,0.0,0,7,5,630,1970,1970,92000,4,-1.0,2.0,4.0
1103,0.0,2.0,397,706,440,1976.0,1103,6000,50.0,0.0,120,6,6,1103,1925,1980,110500,3,-1.0,0.0,2.0
859,319.0,2.0,0,859,384,1964.0,1178,8712,66.0,0.0,0,7,4,859,1900,1950,102776,2,1.0,1.0,0.0
1196,0.0,2.0,197,999,440,1957.0,1196,4800,40.0,0.0,0,7,4,1196,1916,1990,109900,2,0.0,0.0,-1.0
1372,0.0,3.0,0,1372,529,2008.0,1372,8640,72.0,0.0,140,5,7,1372,2007,2008,250580,3,2.0,0.0,0.0
1431,0.0,3.0,371,728,296,1962.0,1431,9150,101.0,305.0,110,5,6,1099,1962,1962,165000,2,1.0,3.0,4.0
1422,0.0,3.0,0,1422,626,2004.0,1422,8500,63.0,106.0,60,5,7,1422,2004,2004,179600,3,1.0,2.0,0.0
1079,874.0,3.0,985,595,501,1992.0,1953,53107,69.0,0.0,231,5,6,1580,1992,1992,240000,3,2.0,2.0,4.0
1121,0.0,2.0,0,1121,440,2003.0,1121,8546,80.0,0.0,64,5,4,1121,2003,2004,140000,2,1.0,0.0,0.0
1143,1330.0,4.0,0,1143,852,2004.0,2473,9591,76.0,344.0,151,5,8,1143,2004,2005,317000,3,-1.0,2.0,0.0
1057,0.0,3.0,417,640,576,1977.0,1057,7420,70.0,0.0,0,5,5,1057,1962,1962,132000,2,2.0,0.0,1.0
1110,0.0,3.0,1097,0,602,1978.0,1110,9101,69.0,104.0,30,6,5,1097,1978,1978,165500,3,2.0,2.0,4.0
1164,1106.0,4.0,524,628,671,1999.0,2270,11764,92.0,348.0,57,7,8,1152,1999,2007,290000,3,2.0,0.0,4.0
2018,0.0,3.0,0,2002,746,2009.0,2018,13214,89.0,0.0,76,5,9,2002,2008,2009,378500,4,2.0,3.0,0.0
672,714.0,3.0,438,234,440,1978.0,1386,11616,69.0,328.0,0,5,6,672,1978,1978,158900,2,2.0,1.0,1.0
1082,871.0,3.0,0,1082,1043,2005.0,1953,10574,85.0,0.0,50,5,8,1082,2005,2006,252000,3,1.0,1.0,0.0
1337,0.0,2.0,733,604,462,1993.0,1337,5395,41.0,0.0,0,5,8,1337,1993,1993,180000,3,1.0,0.0,4.0
997,1288.0,4.0,0,969,648,2000.0,2285,11000,69.0,72.0,56,5,8,969,2000,2000,248000,3,2.0,0.0,0.0
1718,0.0,3.0,1288,417,826,2007.0,1718,10637,79.0,336.0,44,5,8,1705,2007,2008,297000,3,1.0,3.0,4.0
1086,0.0,3.0,516,380,484,1966.0,1086,13400,85.0,1047.0,0,5,5,1024,1966,1966,159950,2,1.0,2.0,3.0
1555,0.0,2.0,0,1373,660,2007.0,1555,3684,53.0,130.0,20,5,7,1373,2007,2007,174000,3,2.0,0.0,0.0
1902,0.0,3.0,1406,496,567,1959.0,1902,17500,100.0,0.0,207,8,7,1902,1959,2002,335000,4,2.0,2.0,4.0
1298,1216.0,4.0,1216,0,693,1990.0,2514,11170,69.0,0.0,0,5,7,1216,1990,1991,250000,2,2.0,0.0,-1.0
1224,0.0,2.0,1086,0,528,1979.0,1224,7018,64.0,275.0,0,5,5,1086,1979,1979,153337,2,0.0,2.0,4.0
1054,0.0,3.0,602,14,460,1969.0,1054,9750,65.0,0.0,0,8,6,1054,1969,1969,151000,2,0.0,0.0,3.0
1276,1336.0,4.0,854,371,676,1998.0,2612,12203,98.0,975.0,0,5,8,1225,1998,1999,336000,3,2.0,0.0,4.0
902,0.0,3.0,599,277,288,1967.0,902,6173,69.0,75.0,0,6,5,876,1967,1967,125500,2,0.0,0.0,4.0
1153,0.0,4.0,692,153,484,1983.0,2353,13005,94.0,278.0,195,7,7,845,1980,1980,260000,4,1.0,0.0,4.0
689,703.0,3.0,378,311,299,1977.0,1392,10900,69.0,153.0,36,7,6,689,1977,1977,161750,2,2.0,0.0,4.0
1155,0.0,3.0,899,210,576,1987.0,1155,11782,88.0,0.0,0,7,5,1109,1961,1995,148000,3,0.0,2.0,3.0
1136,768.0,3.0,180,676,240,1950.0,1904,7200,60.0,0.0,0,4,5,1208,1950,1982,138000,2,0.0,0.0,1.0
950,208.0,3.0,0,862,208,1929.0,1158,6000,50.0,0.0,0,7,6,862,1929,1950,120000,2,1.0,0.0,0.0
751,611.0,3.0,0,611,502,1920.0,1362,6155,60.0,0.0,0,8,6,611,1920,1999,128000,2,2.0,1.0,0.0
1005,1286.0,4.0,0,975,429,1999.0,2291,8738,66.0,302.0,0,5,7,975,1999,1999,230000,3,2.0,0.0,0.0
649,668.0,3.0,0,649,250,1920.0,1317,8500,50.0,0.0,54,4,4,649,1920,1950,40000,2,0.0,0.0,0.0
1734,0.0,3.0,1004,730,928,2007.0,1734,12085,93.0,328.0,0,5,8,1734,2007,2007,318000,4,-1.0,0.0,4.0
1194,0.0,3.0,0,1194,312,1959.0,1194,8760,73.0,220.0,0,6,6,1194,1959,1959,148000,2,1.0,0.0,0.0
876,540.0,4.0,0,876,720,1949.0,1416,12665,100.0,0.0,0,8,5,876,1915,1950,153900,2,0.0,1.0,0.0
1383,0.0,3.0,1064,319,354,1954.0,1383,13284,69.0,0.0,116,5,5,1383,1954,1954,165000,2,-1.0,1.0,2.0
1001,1001.0,3.0,284,717,871,1949.0,2002,6270,82.0,0.0,0,6,5,1001,1949,1950,145000,2,0.0,0.0,2.0
1496,0.0,3.0,0,1496,474,2007.0,1496,9158,76.0,140.0,130,5,8,1496,2007,2007,225000,3,-1.0,2.0,0.0
984,620.0,3.0,408,156,660,1977.0,1604,10998,60.0,0.0,68,5,5,984,1941,1960,117000,2,0.0,0.0,-1.0
764,0.0,2.0,0,680,504,1965.0,764,5232,30.0,0.0,0,5,5,680,1925,2004,73000,2,0.0,0.0,0.0
977,755.0,3.0,0,741,476,1985.0,1732,9206,77.0,336.0,46,5,6,741,1985,1985,178000,3,2.0,0.0,-1.0
1494,0.0,3.0,0,1494,840,2006.0,1494,10652,91.0,306.0,33,5,7,1494,2006,2007,279500,3,1.0,2.0,0.0
986,0.0,2.0,0,960,180,1926.0,986,6180,60.0,0.0,128,5,6,960,1926,1950,102000,2,0.0,0.0,0.0
1145,0.0,2.0,16,1129,397,2005.0,1145,3182,43.0,11.0,16,5,7,1145,2005,2006,160200,3,2.0,0.0,4.0
742,742.0,3.0,0,742,0,0.0,1484,6300,35.0,0.0,291,6,6,742,1914,2001,128000,2,-1.0,0.0,0.0
1344,0.0,3.0,111,354,525,1958.0,1344,14375,69.0,541.0,118,6,6,819,1958,1958,137500,3,1.0,0.0,4.0
958,581.0,3.0,0,650,686,1983.0,1539,10440,60.0,0.0,78,8,5,650,1904,2002,157500,3,0.0,0.0,0.0
1134,1370.0,4.0,0,1122,656,2005.0,2504,11198,77.0,245.0,39,5,9,1122,2005,2007,325000,4,2.0,0.0,0.0
747,0.0,1.0,0,600,528,1953.0,747,5825,52.0,108.0,0,5,4,600,1926,1953,79900,2,0.0,1.0,0.0
1108,989.0,3.0,975,133,583,1998.0,2097,9750,75.0,0.0,170,6,7,1108,1998,1998,274300,3,1.0,2.0,4.0
3138,1538.0,3.0,2260,878,884,2007.0,4676,40094,130.0,762.0,406,5,10,3138,2007,2008,184750,4,2.0,3.0,4.0
786,390.0,2.0,0,698,624,1999.0,1176,6000,50.0,0.0,0,9,6,698,1937,2000,134900,2,0.0,0.0,0.0
720,0.0,2.0,495,225,0,0.0,720,7879,60.0,0.0,523,5,4,720,1920,1950,34900,2,-1.0,0.0,1.0
1580,0.0,3.0,0,1580,830,2008.0,1580,11932,92.0,186.0,24,5,8,1580,2007,2008,235128,3,1.0,0.0,0.0
1440,0.0,4.0,1440,0,0,0.0,1440,7711,42.0,0.0,0,3,4,1440,1977,1977,150000,2,-1.0,3.0,-1.0
738,0.0,3.0,193,545,540,2005.0,1476,8633,64.0,0.0,35,5,6,738,2005,2005,173500,3,2.0,0.0,4.0
1500,0.0,3.0,20,1480,570,2004.0,1500,8487,63.0,210.0,36,5,7,1500,2004,2004,190000,3,1.0,2.0,4.0
884,464.0,3.0,0,884,216,1960.0,1348,6000,50.0,0.0,0,8,5,884,1925,1997,117000,2,0.0,0.0,-1.0
1200,0.0,1.0,661,203,884,1977.0,1200,9230,71.0,166.0,64,8,5,864,1965,1998,146000,3,0.0,1.0,4.0
1394,0.0,3.0,609,785,514,1963.0,1394,9500,69.0,247.0,76,5,6,1394,1963,1963,159000,2,1.0,0.0,2.0
800,832.0,4.0,400,336,484,1966.0,1632,9130,69.0,252.0,40,8,6,800,1966,2000,173000,3,0.0,0.0,4.0
912,0.0,3.0,842,70,336,1974.0,912,8521,70.0,0.0,0,5,5,912,1967,1967,125000,2,0.0,0.0,3.0
1370,1254.0,4.0,1128,242,864,1918.0,2624,22420,86.0,0.0,0,6,6,1370,1918,1950,239000,2,0.0,0.0,2.0
1696,0.0,3.0,0,1140,349,1962.0,1696,13673,40.0,0.0,30,5,5,1140,1962,1962,143900,2,-1.0,0.0,0.0
682,548.0,2.0,0,440,440,1966.0,1230,10440,60.0,0.0,0,6,5,440,1910,1981,110000,2,0.0,0.0,0.0
1549,1178.0,3.0,297,556,440,1932.0,2727,10570,70.0,0.0,74,8,8,853,1932,1994,315000,3,0.0,0.0,1.0
728,728.0,3.0,0,728,429,2006.0,1456,15578,105.0,0.0,0,5,6,728,2006,2006,172785,2,1.0,0.0,0.0
864,0.0,3.0,375,250,660,1989.0,864,6960,60.0,0.0,0,6,4,864,1970,1970,120500,3,0.0,0.0,-1.0
970,739.0,3.0,0,970,380,2004.0,1709,2522,24.0,50.0,40,5,6,970,2004,2006,130000,3,0.0,0.0,0.0
810,855.0,3.0,643,167,528,2001.0,1665,8400,70.0,0.0,45,6,8,810,2001,2001,227000,3,2.0,0.0,4.0
1372,1274.0,3.0,987,360,656,1993.0,2646,9900,90.0,256.0,60,5,7,1347,1993,1993,260000,3,1.0,3.0,4.0
798,0.0,3.0,0,798,595,2003.0,1640,7226,72.0,0.0,45,5,7,798,2003,2003,183000,3,1.0,0.0,0.0
1014,685.0,3.0,440,538,420,1920.0,1699,10615,107.0,0.0,74,5,3,978,1900,1970,95000,2,0.0,1.0,2.0
1663,0.0,2.0,1116,248,529,1954.0,1663,53227,69.0,0.0,137,6,4,1364,1954,1994,256000,3,-1.0,3.0,2.0
1728,0.0,6.0,1332,396,504,1963.0,1728,9100,70.0,336.0,0,5,5,1728,1963,1963,125000,2,0.0,0.0,1.0
1055,790.0,3.0,0,1055,462,1992.0,1845,11218,70.0,0.0,104,5,6,1055,1992,1992,189000,3,1.0,0.0,0.0
1020,831.0,3.0,536,169,440,1964.0,1851,9760,80.0,340.0,42,8,6,822,1964,1993,187000,3,1.0,3.0,2.0
1489,0.0,3.0,0,1489,776,2006.0,1489,11216,81.0,0.0,140,5,8,1489,2006,2006,232600,3,1.0,0.0,0.0
864,0.0,2.0,612,252,300,2008.0,864,9100,70.0,0.0,0,6,6,864,1959,1959,127500,2,0.0,0.0,1.0
1256,0.0,3.0,830,136,276,1965.0,1256,9937,75.0,0.0,68,6,5,1256,1965,1965,147500,2,2.0,0.0,2.0
816,0.0,2.0,816,0,816,1985.0,816,6600,60.0,0.0,0,8,5,816,1982,2003,138000,2,2.0,0.0,-1.0
902,918.0,4.0,454,410,492,1965.0,1820,13700,69.0,288.0,84,6,7,864,1965,1988,201800,3,0.0,3.0,3.0
912,1215.0,4.0,48,422,833,1991.0,2127,13125,103.0,0.0,192,5,7,1104,1991,1991,238000,3,1.0,1.0,2.0
1065,0.0,3.0,0,1065,461,1974.0,1065,8892,80.0,66.0,0,5,5,1065,1960,1960,126500,2,0.0,0.0,0.0
1200,0.0,4.0,0,1200,312,1923.0,1200,11340,84.0,0.0,0,5,6,1200,1923,1950,125000,2,0.0,0.0,0.0
1208,0.0,2.0,686,501,632,2006.0,1208,6762,64.0,24.0,61,5,7,1187,2006,2006,206000,3,1.0,2.0,4.0
1133,1349.0,4.0,0,1094,642,2005.0,2482,12665,88.0,245.0,39,5,8,1094,2005,2006,281213,3,2.0,3.0,0.0
1720,0.0,3.0,919,801,527,1996.0,1720,10593,59.0,338.0,56,5,7,1720,1996,1996,260400,3,2.0,0.0,4.0
840,0.0,3.0,116,556,0,0.0,840,4388,55.0,0.0,0,7,5,672,1930,1950,87000,2,-1.0,0.0,-1.0
1294,0.0,3.0,1200,78,496,1991.0,1294,7153,69.0,88.0,51,5,6,1278,1991,1991,179200,3,-1.0,0.0,4.0
1090,0.0,2.0,980,110,450,2005.0,1090,7024,60.0,0.0,49,5,5,1090,2005,2006,157000,2,2.0,0.0,3.0
1165,0.0,4.0,0,1141,420,1998.0,2263,12090,93.0,650.0,123,5,8,1141,1998,1998,258000,3,2.0,0.0,0.0
969,0.0,3.0,716,253,440,1975.0,969,10356,120.0,0.0,0,6,5,969,1975,1975,122000,2,0.0,2.0,2.0
894,0.0,2.0,0,894,1248,1994.0,894,18000,120.0,0.0,20,4,3,894,1935,1950,81000,2,1.0,0.0,0.0
1028,0.0,2.0,0,1008,360,1927.0,1028,8960,56.0,0.0,0,6,5,1008,1927,1950,115000,2,0.0,0.0,0.0
979,979.0,4.0,484,495,492,1946.0,1958,7136,82.0,423.0,0,6,6,979,1946,1950,145000,2,0.0,0.0,1.0
1795,0.0,2.0,0,1795,895,2007.0,1795,9986,75.0,428.0,49,5,8,1795,2006,2007,147000,3,1.0,2.0,0.0
1940,0.0,3.0,1646,284,606,2010.0,1940,10159,83.0,450.0,95,5,9,1930,2009,2010,395192,4,2.0,2.0,4.0
1178,0.0,3.0,1084,92,439,1973.0,1178,10000,80.0,0.0,0,6,5,1176,1973,2000,157000,3,0.0,0.0,2.0
810,672.0,3.0,156,516,400,1934.0,1482,12155,69.0,0.0,0,8,6,672,1925,1950,140000,1,0.0,0.0,2.0
1428,0.0,3.0,0,1417,554,2008.0,1428,12274,91.0,256.0,60,5,7,1417,2008,2008,227680,4,1.0,0.0,-1.0
864,0.0,3.0,460,404,338,1972.0,864,15523,36.0,0.0,0,6,5,864,1972,1972,133500,2,0.0,2.0,2.0
616,495.0,3.0,236,0,200,1941.0,1111,9084,60.0,0.0,0,6,5,616,1941,1950,95000,2,0.0,1.0,-1.0
680,790.0,3.0,310,370,420,1993.0,1470,9765,69.0,68.0,63,8,6,680,1993,1993,185000,2,2.0,0.0,-1.0
1116,0.0,3.0,0,1116,440,1962.0,1116,10000,87.0,261.0,0,6,6,1116,1962,1962,160000,2,0.0,0.0,0.0
864,0.0,2.0,414,450,288,1959.0,864,7332,60.0,207.0,0,6,6,864,1959,1959,120000,3,0.0,0.0,-1.0
