2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt
0.0,3.0,1.0,33,2.0,1530,758,1.0,1563,0,4.008855563996213,1.8920946026904804,468.0,99,5,8,1563,2007
539.0,2.0,1.0,0,0.0,572,288,0.0,1111,1,3.7558748556724915,1.8388490907372552,0.0,0,7,7,572,1926
651.0,3.0,1.0,0,0.0,776,270,1.0,1502,1,3.8573324964312685,1.7781512503836436,0.0,0,6,7,776,1931
0.0,4.0,1.0,0,0.0,0,452,0.0,1733,1,4.136086097384098,1.8388490907372552,0.0,0,5,3,0,1955
880.0,4.0,1.0,1410,2.0,438,706,2.0,2728,2,4.310289623796099,1.7481880270062005,870.0,0,5,9,1848,2005
672.0,3.0,1.0,231,1.0,399,264,0.0,1302,1,3.225309281725863,1.3222192947339193,268.0,0,7,5,630,1972
192.0,0.0,2.0,1258,2.0,74,586,2.0,1524,0,4.372819981678968,1.8388490907372552,0.0,0,6,7,1332,1979
468.0,4.0,1.0,0,0.0,0,680,2.0,1588,1,4.233503760341135,1.9030899869919435,0.0,59,4,4,0,1959
0.0,2.0,1.0,0,0.0,1125,430,0.0,1125,1,3.9312544064164134,1.8692317197309762,0.0,64,5,5,1125,2006
600.0,2.0,1.0,0,0.0,600,480,1.0,1200,0,3.5024271199844326,1.4771212547196624,0.0,166,5,7,600,2005
842.0,3.0,1.0,0,0.0,798,520,1.0,1640,0,3.9225178602446116,1.8129133566428555,0.0,45,5,6,798,2004
904.0,3.0,1.0,1000,2.0,223,525,1.0,2127,0,4.039176084376041,1.9084850188786497,448.0,132,5,7,1223,1994
0.0,2.0,1.0,680,1.0,292,240,0.0,972,1,3.9030899869919438,1.6989700043360187,0.0,0,6,6,972,1948
878.0,3.0,1.0,584,2.0,544,466,1.0,2020,0,3.9924651478080433,1.9030899869919435,0.0,155,5,8,1128,1995
0.0,3.0,0.0,739,5.0,405,596,0.0,1144,1,3.9809573162296203,1.8325089127062364,0.0,0,6,5,1144,1956
0.0,3.0,0.0,300,5.0,468,288,0.0,1352,0,3.8407332346118066,1.9637878273455553,120.0,0,4,5,1062,1958
0.0,3.0,1.0,234,4.0,0,484,0.0,1316,1,3.7403626894942437,1.6989700043360187,0.0,0,7,5,926,1929
838.0,3.0,0.0,956,2.0,130,592,1.0,1924,0,4.079579166970131,1.8920946026904804,530.0,75,5,8,1086,1998
0.0,3.0,1.0,1040,1.0,124,240,0.0,1164,1,4.036628895362161,1.8325089127062364,0.0,48,5,5,1164,1950
0.0,2.0,3.0,852,1.0,100,840,0.0,952,1,3.8662873390841948,1.7781512503836436,0.0,0,7,5,952,1951
1215.0,4.0,1.0,259,4.0,425,0,0.0,2358,1,3.720159303405957,1.6989700043360187,0.0,54,5,8,684,1872
0.0,3.0,1.0,808,2.0,72,540,2.0,1680,0,4.33635965446523,1.8388490907372552,260.0,44,9,6,880,1988
691.0,3.0,1.0,0,0.0,482,672,0.0,1912,1,4.033423755486949,1.7781512503836436,0.0,25,7,6,482,1905
0.0,2.0,1.0,578,1.0,426,480,2.0,1004,1,4.05080494781346,1.8388490907372552,180.0,0,7,6,1004,1970
456.0,3.0,1.0,384,1.0,363,305,0.0,1230,1,3.6732052817790453,1.7075701760979363,0.0,57,7,4,747,1946
0.0,3.0,1.0,645,5.0,270,495,0.0,1167,1,3.941063988219902,1.9912260756924949,0.0,0,5,5,915,1920
0.0,2.0,3.0,405,4.0,740,440,0.0,1301,3,3.839540892968969,1.7781512503836436,0.0,0,5,5,1145,1924
0.0,3.0,2.0,1082,2.0,371,445,1.0,1453,0,3.7218930162149575,1.8388490907372552,0.0,80,5,7,1453,1986
0.0,3.0,0.0,1358,2.0,223,670,1.0,1601,0,4.057780176794582,1.8388490907372552,479.0,0,5,8,1581,2001
0.0,3.0,0.0,0,0.0,1588,825,0.0,1588,0,4.0,1.9294189257142926,410.0,45,5,8,1588,2006
0.0,2.0,2.0,513,1.0,75,264,0.0,1095,1,4.01628102454283,1.8750612633917,105.0,0,5,6,588,1958
0.0,3.0,1.0,915,3.0,135,368,0.0,1050,1,4.02771646220899,1.8388490907372552,0.0,319,6,5,1050,1961
0.0,3.0,1.0,520,3.0,440,432,2.0,960,1,4.038262407104784,1.863322860120456,48.0,0,5,4,960,1965
454.0,4.0,3.0,0,0.0,810,280,0.0,1456,1,3.879955585122749,1.6989700043360187,0.0,0,3,5,810,1948
0.0,3.0,1.0,0,0.0,1489,462,1.0,1489,0,3.9617057840025054,1.8388490907372552,0.0,0,7,6,1489,1968
0.0,3.0,1.0,1126,0.0,600,786,0.0,1726,2,3.9738664498353784,1.8976270912904414,205.0,138,5,7,1726,2007
720.0,3.0,1.0,0,0.0,1362,484,0.0,2082,0,4.05789421972453,1.7993405494535817,0.0,238,5,7,1362,2003
0.0,3.0,1.0,1053,1.0,256,484,2.0,1339,1,3.9057419273916016,1.6989700043360187,54.0,58,5,7,1309,1990
1140.0,3.0,3.0,781,2.0,503,1069,2.0,2450,0,4.218666771495871,1.8388490907372552,731.0,126,5,8,1284,1998
984.0,4.0,0.0,0,0.0,879,660,2.0,1863,0,4.1477999492012,1.7634279935629373,0.0,17,5,7,879,2006
0.0,2.0,0.0,656,2.0,112,396,0.0,768,1,3.9265996539070276,1.845098040014257,0.0,0,7,5,768,1972
0.0,1.0,1.0,0,0.0,0,0,0.0,334,3,3.6989700043360187,1.6989700043360187,0.0,0,3,1,0,1946
0.0,3.0,1.0,892,3.0,244,384,0.0,1136,1,3.963787827345555,1.9030899869919435,0.0,0,6,6,1136,1965
0.0,2.0,1.0,1201,2.0,36,405,2.0,1337,1,3.6532125137753435,1.505149978319906,443.0,199,5,6,1237,1998
0.0,2.0,1.0,312,3.0,0,288,0.0,912,1,3.8920946026904804,1.8195439355418688,0.0,0,5,5,912,1964
936.0,4.0,1.0,540,1.0,324,264,1.0,1812,1,3.88024177589548,1.8388490907372552,288.0,168,5,5,864,1962
720.0,4.0,1.0,378,0.0,342,240,0.0,2192,0,3.9242792860618816,1.7781512503836436,0.0,24,8,5,720,1939
526.0,5.0,1.0,0,0.0,658,0,0.0,1184,1,3.924795995797912,1.7634279935629373,0.0,151,3,5,658,1910
925.0,4.0,1.0,0,0.0,925,308,0.0,1889,1,4.00518051250378,1.7781512503836436,0.0,0,4,7,925,1910
0.0,3.0,1.0,405,3.0,658,624,0.0,1327,0,3.868526886768204,1.8750612633917,0.0,0,6,5,1063,1959
0.0,3.0,1.0,588,0.0,606,576,2.0,1422,0,4.082426300860772,1.8920946026904804,210.0,0,6,6,1422,1981
0.0,4.0,0.0,0,0.0,1632,576,0.0,1632,1,4.3979400086720375,2.0,0.0,0,4,5,1632,1967
0.0,3.0,1.0,0,0.0,1630,451,0.0,1630,0,3.989004615698537,1.8750612633917,171.0,234,5,7,1630,2000
0.0,2.0,1.0,0,0.0,1013,0,0.0,1526,3,3.9278834103307068,2.0211892990699383,0.0,0,2,3,1013,1915
0.0,2.0,1.0,0,0.0,0,420,0.0,1040,1,3.8573324964312685,1.7781512503836436,0.0,0,5,4,0,1949
806.0,4.0,1.0,0,0.0,806,216,0.0,1647,3,3.8361974807789254,1.8195439355418688,0.0,66,4,6,806,1915
653.0,4.0,1.0,622,5.0,500,576,0.0,1981,0,3.8923172607224803,1.8129133566428555,0.0,44,3,4,1122,1928
0.0,3.0,1.0,1285,2.0,131,418,2.0,1644,1,3.9822712330395684,1.9030899869919435,238.0,0,5,6,1416,1953
1092.0,3.0,1.0,0,0.0,1482,868,2.0,2574,2,3.9817280253616163,1.8388490907372552,270.0,148,5,8,1482,2007
764.0,3.0,1.0,0,0.0,764,520,0.0,1824,1,4.130816050034745,1.7781512503836436,0.0,0,6,6,764,1919
0.0,3.0,2.0,624,2.0,288,520,1.0,1350,1,3.9552065375419416,1.9138138523837167,259.0,0,5,6,1248,1964
0.0,2.0,1.0,958,4.0,0,440,1.0,958,1,3.692670699156369,1.8388490907372552,0.0,60,6,6,958,1976
795.0,4.0,1.0,0,0.0,833,370,0.0,1848,0,4.115710338012379,1.806179973983887,0.0,0,7,6,833,1923
0.0,3.0,1.0,1116,5.0,165,490,0.0,1620,1,3.999608958971417,1.8388490907372552,0.0,78,4,4,1281,1976
0.0,3.0,1.0,560,2.0,598,400,1.0,1167,0,3.966047821076454,1.8388490907372552,106.0,26,6,6,1158,1992
0.0,3.0,1.0,94,4.0,641,220,0.0,1487,1,3.941561120236071,1.7160033436347992,0.0,140,4,6,735,1945
0.0,3.0,1.0,432,5.0,460,288,1.0,892,1,3.8543060418010806,1.8129133566428555,60.0,0,5,5,892,1967
0.0,3.0,1.0,510,5.0,278,240,0.0,804,0,3.8573324964312685,1.7781512503836436,294.0,0,7,5,788,1940
0.0,3.0,1.0,0,0.0,1140,0,0.0,1140,1,4.235957479466621,1.954242509439325,0.0,56,5,5,1140,2006
813.0,4.0,1.0,400,5.0,380,483,1.0,1796,1,3.848558572123763,1.8512583487190752,415.0,50,5,6,780,1963
912.0,4.0,1.0,156,4.0,692,551,2.0,2030,0,4.080842858834561,1.8388490907372552,298.0,224,6,6,848,1976
981.0,3.0,0.0,765,2.0,252,812,0.0,2007,2,4.0415111129593235,1.9294189257142926,160.0,52,5,10,1017,2008
0.0,2.0,1.0,0,0.0,691,216,0.0,691,2,3.7323937598229686,1.7781512503836436,0.0,20,6,5,691,1920
0.0,3.0,1.0,0,0.0,768,676,1.0,1590,0,3.9542425094393248,1.8750612633917,0.0,30,5,8,768,2008
639.0,4.0,1.0,444,3.0,550,325,0.0,1855,1,3.978864984347657,1.8750612633917,0.0,0,4,6,994,1954
776.0,3.0,1.0,0,0.0,994,442,2.0,1804,0,3.8750612633917,1.7781512503836436,0.0,60,5,7,994,1999
884.0,3.0,1.0,550,2.0,334,543,0.0,1768,0,3.9115837009810757,1.8129133566428555,252.0,63,5,7,884,2003
1796.0,4.0,2.0,1387,2.0,543,807,2.0,3627,0,4.55339751012388,2.0718820073061255,1378.0,76,5,10,1930,1995
0.0,3.0,1.0,1258,2.0,40,403,0.0,1298,0,4.049218022670182,1.8388490907372552,85.0,26,5,6,1298,1985
0.0,1.0,1.0,1247,1.0,254,484,2.0,1801,1,4.193180273565345,2.0,0.0,54,8,7,1501,1959
0.0,1.0,0.0,553,2.0,77,0,0.0,630,2,3.185542154854375,1.3222192947339193,0.0,0,7,5,630,1970
0.0,2.0,1.0,397,5.0,706,440,0.0,1103,0,3.7781512503836434,1.6989700043360187,0.0,120,6,6,1103,1925
319.0,2.0,3.0,0,0.0,859,384,1.0,1178,1,3.9401178667477184,1.8195439355418688,0.0,0,7,4,859,1900
0.0,2.0,1.0,197,4.0,999,440,0.0,1196,1,3.681241237375587,1.6020599913279623,0.0,0,7,4,1196,1916
0.0,3.0,1.0,0,0.0,1372,529,2.0,1372,0,3.936513742478893,1.8573324964312685,0.0,140,5,7,1372,2007
0.0,3.0,2.0,371,2.0,728,296,1.0,1431,1,3.9614210940664485,2.0043213737826426,305.0,110,5,6,1099,1962
0.0,3.0,0.0,0,0.0,1422,626,1.0,1422,0,3.929418925714293,1.7993405494535817,106.0,60,5,7,1422,2004
874.0,3.0,0.0,985,2.0,595,501,2.0,1953,0,4.7251517689347695,1.8388490907372552,0.0,231,5,6,1580,1992
0.0,2.0,1.0,0,0.0,1121,440,1.0,1121,1,3.9317628884811775,1.9030899869919435,0.0,64,5,4,1121,2003
1330.0,4.0,0.0,0,0.0,1143,852,0.0,2473,0,3.98186389099135,1.8808135922807914,344.0,151,5,8,1143,2004
0.0,3.0,1.0,417,3.0,640,576,2.0,1057,1,3.870403905279027,1.845098040014257,0.0,0,5,5,1057,1962
0.0,3.0,0.0,1097,2.0,0,602,2.0,1110,0,3.959089114367392,1.8388490907372552,104.0,30,6,5,1097,1978
1106.0,4.0,1.0,524,2.0,628,671,2.0,2270,0,4.070555015835032,1.9637878273455553,348.0,57,7,8,1152,1999
0.0,3.0,2.0,0,0.0,2002,746,2.0,2018,2,4.1210343024722995,1.9493900066449128,0.0,76,5,9,2002,2008
714.0,3.0,3.0,438,3.0,234,440,2.0,1386,1,4.065056603356019,1.8388490907372552,328.0,0,5,6,672,1978
871.0,3.0,3.0,0,0.0,1082,1043,1.0,1953,0,4.024239306069092,1.9294189257142926,0.0,50,5,8,1082,2005
0.0,2.0,1.0,733,2.0,604,462,1.0,1337,0,3.7319914490189294,1.6127838567197355,0.0,0,5,8,1337,1993
1288.0,4.0,1.0,0,0.0,969,648,2.0,2285,0,4.041392685158225,1.8388490907372552,72.0,56,5,8,969,2000
0.0,3.0,2.0,1288,2.0,417,826,1.0,1718,0,4.026819159241227,1.8976270912904414,336.0,44,5,8,1705,2007
0.0,3.0,0.0,516,1.0,380,484,1.0,1086,1,4.127104798364807,1.9294189257142926,1047.0,0,5,5,1024,1966
0.0,2.0,1.0,0,0.0,1373,660,2.0,1555,0,3.566319621524811,1.724275869600789,130.0,20,5,7,1373,2007
0.0,3.0,0.0,1406,2.0,496,567,2.0,1902,2,4.243038048686294,2.0,0.0,207,8,7,1902,1959
1216.0,4.0,1.0,1216,4.0,0,693,2.0,2514,1,4.048053173115609,1.8388490907372552,0.0,0,5,7,1216,1990
0.0,2.0,0.0,1086,2.0,0,528,0.0,1224,1,3.846213363879387,1.806179973983887,275.0,0,5,5,1086,1979
0.0,3.0,1.0,602,1.0,14,460,0.0,1054,1,3.989004615698537,1.8129133566428555,0.0,0,8,6,1054,1969
1336.0,4.0,1.0,854,2.0,371,676,2.0,2612,0,4.086466611271582,1.9912260756924949,975.0,0,5,8,1225,1998
0.0,3.0,1.0,599,2.0,277,288,0.0,902,1,3.7904962769671093,1.8388490907372552,75.0,0,6,5,876,1967
0.0,4.0,1.0,692,2.0,153,484,1.0,2353,2,4.114110356531891,1.9731278535996986,278.0,195,7,7,845,1980
703.0,3.0,1.0,378,2.0,311,299,2.0,1392,1,4.037426497940624,1.8388490907372552,153.0,36,7,6,689,1977
0.0,3.0,0.0,899,1.0,210,576,0.0,1155,0,4.071219018399974,1.9444826721501687,0.0,0,7,5,1109,1961
768.0,3.0,1.0,180,3.0,676,240,0.0,1904,1,3.8573324964312685,1.7781512503836436,0.0,0,4,5,1208,1950
208.0,3.0,1.0,0,0.0,862,208,1.0,1158,1,3.7781512503836434,1.6989700043360187,0.0,0,7,6,862,1929
611.0,3.0,3.0,0,0.0,611,502,2.0,1362,1,3.789228057267335,1.7781512503836436,0.0,0,8,6,611,1920
1286.0,4.0,1.0,0,0.0,975,429,2.0,2291,0,3.9414120403735495,1.8195439355418688,302.0,0,5,7,975,1999
668.0,3.0,1.0,0,0.0,649,250,0.0,1317,1,3.929418925714293,1.6989700043360187,0.0,54,4,4,649,1920
0.0,3.0,1.0,1004,2.0,730,928,0.0,1734,2,4.0822466547436695,1.968482948553935,328.0,0,5,8,1734,2007
0.0,3.0,1.0,0,0.0,1194,312,1.0,1194,1,3.9425041061680806,1.863322860120456,220.0,0,6,6,1194,1959
540.0,4.0,3.0,0,0.0,876,720,0.0,1416,1,4.102605194126567,2.0,0.0,0,8,5,876,1915
0.0,3.0,3.0,1064,5.0,319,354,0.0,1383,1,4.1233288669263475,1.8388490907372552,0.0,116,5,5,1383,1954
1001.0,3.0,1.0,284,5.0,717,871,0.0,2002,1,3.7972675408307164,1.9138138523837167,0.0,0,6,5,1001,1949
0.0,3.0,0.0,0,0.0,1496,474,0.0,1496,0,3.9618006391916785,1.8808135922807914,140.0,130,5,8,1496,2007
620.0,3.0,1.0,408,0.0,156,660,0.0,1604,1,4.0413137153458605,1.7781512503836436,0.0,68,5,5,984,1941
0.0,2.0,1.0,0,0.0,680,504,0.0,764,1,3.718667735316211,1.4771212547196624,0.0,0,5,5,680,1925
755.0,3.0,1.0,0,0.0,741,476,2.0,1732,0,3.9640709705579553,1.8864907251724818,336.0,46,5,6,741,1985
0.0,3.0,0.0,0,0.0,1494,840,1.0,1494,0,4.0274311577669035,1.9590413923210936,306.0,33,5,7,1494,2006
0.0,2.0,1.0,0,0.0,960,180,0.0,986,1,3.790988475088816,1.7781512503836436,0.0,128,5,6,960,1926
0.0,2.0,1.0,16,2.0,1129,397,2.0,1145,0,3.502700175310563,1.6334684555795864,11.0,16,5,7,1145,2005
742.0,3.0,1.0,0,0.0,742,0,0.0,1484,1,3.7993405494535817,1.5440680443502757,0.0,291,6,6,742,1914
0.0,3.0,1.0,111,2.0,354,525,1.0,1344,0,4.157607853361668,1.8388490907372552,541.0,118,6,6,819,1958
581.0,3.0,1.0,0,0.0,650,686,0.0,1539,0,4.018700498666243,1.7781512503836436,0.0,78,8,5,650,1904
1370.0,4.0,1.0,0,0.0,1122,656,2.0,2504,2,4.049140463158965,1.8864907251724818,245.0,39,5,9,1122,2005
0.0,1.0,3.0,0,0.0,600,528,0.0,747,1,3.7652959296980564,1.7160033436347992,108.0,0,5,4,600,1926
989.0,3.0,0.0,975,2.0,133,583,1.0,2097,0,3.989004615698537,1.8750612633917,0.0,170,6,7,1108,1998
1538.0,3.0,2.0,2260,2.0,878,884,2.0,4676,2,4.603079386040232,2.113943352306837,762.0,406,5,10,3138,2007
390.0,2.0,1.0,0,0.0,698,624,0.0,1176,1,3.7781512503836434,1.6989700043360187,0.0,0,9,6,698,1937
0.0,2.0,1.0,495,3.0,225,0,0.0,720,1,3.8964711004792774,1.7781512503836436,0.0,523,5,4,720,1920
0.0,3.0,1.0,0,0.0,1580,830,1.0,1580,0,4.076713244690025,1.9637878273455553,186.0,24,5,8,1580,2007
0.0,4.0,2.0,1440,0.0,0,0,0.0,1440,1,3.8871107031248835,1.6232492903979006,0.0,0,3,4,1440,1977
0.0,3.0,1.0,193,2.0,545,540,2.0,1476,0,3.9361617409111576,1.806179973983887,0.0,35,5,6,738,2005
0.0,3.0,0.0,20,2.0,1480,570,1.0,1500,0,3.9287542021766533,1.7993405494535817,210.0,36,5,7,1500,2004
464.0,3.0,1.0,0,0.0,884,216,0.0,1348,1,3.7781512503836434,1.6989700043360187,0.0,0,8,5,884,1925
0.0,1.0,3.0,661,2.0,203,884,0.0,1200,0,3.965201701025912,1.8512583487190752,166.0,64,8,5,864,1965
0.0,3.0,1.0,609,5.0,785,514,1.0,1394,1,3.9777236052888476,1.8388490907372552,247.0,76,5,6,1394,1963
832.0,4.0,1.0,400,2.0,336,484,0.0,1632,0,3.960470777534299,1.8388490907372552,252.0,40,8,6,800,1966
0.0,3.0,1.0,842,1.0,70,336,0.0,912,1,3.9304905653062696,1.845098040014257,0.0,0,5,5,912,1967
1254.0,4.0,1.0,1128,5.0,242,864,0.0,2624,1,4.350635608258955,1.9344984512435677,0.0,0,6,6,1370,1918
0.0,3.0,1.0,0,0.0,1140,349,0.0,1696,1,4.13586381379987,1.6020599913279623,0.0,30,5,5,1140,1962
548.0,2.0,1.0,0,0.0,440,440,0.0,1230,1,4.018700498666243,1.7781512503836436,0.0,0,6,5,440,1910
1178.0,3.0,1.0,297,3.0,556,440,0.0,2727,0,4.024074987307427,1.845098040014257,0.0,74,8,8,853,1932
728.0,3.0,1.0,0,0.0,728,429,1.0,1456,1,4.192511699503501,2.0211892990699383,0.0,0,5,6,728,2006
0.0,3.0,1.0,375,0.0,250,660,0.0,864,0,3.842609239610562,1.7781512503836436,0.0,0,6,4,864,1970
739.0,3.0,1.0,0,0.0,970,380,0.0,1709,0,3.401745082237063,1.380211241711606,50.0,40,5,6,970,2004
855.0,3.0,1.0,643,2.0,167,528,2.0,1665,0,3.9242792860618816,1.845098040014257,0.0,45,6,8,810,2001
1274.0,3.0,2.0,987,2.0,360,656,1.0,2646,0,3.99563519459755,1.954242509439325,256.0,60,5,7,1347,1993
0.0,3.0,1.0,0,0.0,798,595,1.0,1640,0,3.8588979572320032,1.8573324964312685,0.0,45,5,7,798,2003
685.0,3.0,3.0,440,5.0,538,420,0.0,1699,1,4.025919998502018,2.0293837776852097,0.0,74,5,3,978,1900
0.0,2.0,2.0,1116,5.0,248,529,0.0,1663,0,4.726131988995189,1.8388490907372552,0.0,137,6,4,1364,1954
0.0,6.0,1.0,1332,3.0,396,504,0.0,1728,1,3.9590413923210934,1.845098040014257,336.0,0,5,5,1728,1963
790.0,3.0,1.0,0,0.0,1055,462,1.0,1845,0,4.049915435673498,1.845098040014257,0.0,104,5,6,1055,1992
831.0,3.0,2.0,536,5.0,169,440,1.0,1851,0,3.9894498176666917,1.9030899869919435,340.0,42,8,6,822,1964
0.0,3.0,1.0,0,0.0,1489,776,1.0,1489,0,4.049838000622583,1.9084850188786497,0.0,140,5,8,1489,2006
0.0,2.0,1.0,612,3.0,252,300,0.0,864,1,3.9590413923210934,1.845098040014257,0.0,0,6,6,864,1959
0.0,3.0,1.0,830,5.0,136,276,2.0,1256,1,3.997255289820103,1.8750612633917,0.0,68,6,5,1256,1965
0.0,2.0,1.0,816,0.0,0,816,2.0,816,1,3.8195439355418688,1.7781512503836436,0.0,0,8,5,816,1982
918.0,4.0,2.0,454,1.0,410,492,0.0,1820,0,4.136720567156407,1.8388490907372552,288.0,84,6,7,864,1965
1215.0,4.0,3.0,48,5.0,422,833,1.0,2127,0,4.1180993120779945,2.012837224705172,0.0,192,5,7,1104,1991
0.0,3.0,1.0,0,0.0,1065,461,0.0,1065,1,3.948999454026953,1.9030899869919435,66.0,0,5,5,1065,1960
0.0,4.0,1.0,0,0.0,1200,312,0.0,1200,1,4.054613054556888,1.9242792860618816,0.0,0,5,6,1200,1923
0.0,2.0,0.0,686,2.0,501,632,1.0,1208,0,3.8300751664297503,1.806179973983887,24.0,61,5,7,1187,2006
1349.0,4.0,2.0,0,0.0,1094,642,2.0,2482,0,4.102605194126567,1.9444826721501687,245.0,39,5,8,1094,2005
0.0,3.0,1.0,919,2.0,801,527,2.0,1720,0,4.025018972282759,1.7708520116421442,338.0,56,5,7,1720,1996
0.0,3.0,1.0,116,4.0,556,0,0.0,840,1,3.6422666189026733,1.7403626894942439,0.0,0,7,5,672,1930
0.0,3.0,1.0,1200,2.0,78,496,0.0,1294,0,3.8544882250444306,1.8388490907372552,88.0,51,5,6,1278,1991
0.0,2.0,1.0,980,1.0,110,450,2.0,1090,1,3.8465845028980463,1.7781512503836436,0.0,49,5,5,1090,2005
0.0,4.0,1.0,0,0.0,1141,420,2.0,2263,0,4.082426300860772,1.968482948553935,650.0,123,5,8,1141,1998
0.0,3.0,0.0,716,5.0,253,440,0.0,969,1,4.015192041762835,2.0791812460476247,0.0,0,6,5,969,1975
0.0,2.0,1.0,0,0.0,894,1248,1.0,894,1,4.2552725051033065,2.0791812460476247,0.0,20,4,3,894,1935
0.0,2.0,1.0,0,0.0,1008,360,0.0,1028,1,3.9523080096621253,1.7481880270062005,0.0,0,6,5,1008,1927
979.0,4.0,1.0,484,3.0,495,492,0.0,1958,1,3.8534548413680665,1.9138138523837167,423.0,0,6,6,979,1946
0.0,2.0,0.0,0,0.0,1795,895,1.0,1795,0,3.999391561719091,1.8750612633917,428.0,49,5,8,1795,2006
0.0,3.0,0.0,1646,2.0,284,606,2.0,1940,2,4.006850960324272,1.919078092376074,450.0,95,5,9,1930,2009
0.0,3.0,1.0,1084,5.0,92,439,0.0,1178,0,4.0,1.9030899869919435,0.0,0,6,5,1176,1973
672.0,3.0,1.0,156,5.0,516,400,0.0,1482,3,4.084754963179354,1.8388490907372552,0.0,0,8,6,672,1925
0.0,3.0,1.0,0,0.0,1417,554,1.0,1428,2,4.088986118947913,1.9590413923210936,256.0,60,5,7,1417,2008
0.0,3.0,0.0,460,5.0,404,338,0.0,864,1,4.190975657485245,1.5563025007672873,0.0,0,6,5,864,1972
495.0,3.0,3.0,236,4.0,0,200,0.0,1111,1,3.9582771255476974,1.7781512503836436,0.0,0,6,5,616,1941
790.0,3.0,1.0,310,0.0,370,420,2.0,1470,1,3.989672247623873,1.8388490907372552,68.0,63,8,6,680,1993
0.0,3.0,1.0,0,0.0,1116,440,0.0,1116,1,4.0,1.9395192526186185,261.0,0,6,6,1116,1962
0.0,2.0,1.0,414,0.0,450,288,0.0,864,0,3.865222456290179,1.7781512503836436,207.0,0,6,6,864,1959
0.0,3.0,1.0,1213,3.0,84,498,2.0,1297,1,3.9310508467773912,1.8692317197309762,650.0,0,6,5,1297,1954
0.0,3.0,1.0,607,1.0,506,264,0.0,1113,0,3.9822712330395684,1.9030899869919435,0.0,80,7,5,1113,1950
0.0,3.0,2.0,679,2.0,811,577,1.0,1501,0,4.0143104809633074,1.8920946026904804,183.0,29,5,7,1490,1999
783.0,3.0,3.0,24,2.0,732,614,0.0,1547,0,3.936513742478893,1.8573324964312685,0.0,45,5,7,756,2009
956.0,3.0,1.0,222,2.0,769,678,1.0,1947,0,4.0987129305788805,2.0,0.0,136,5,7,991,2004
0.0,3.0,0.0,0,0.0,1709,908,1.0,1717,0,4.047119038720181,1.9395192526186185,250.0,39,5,8,1709,2006
0.0,3.0,0.0,504,0.0,506,440,0.0,1052,1,3.94527158150771,1.9030899869919435,80.0,0,7,6,1010,1971
886.0,3.0,0.0,862,0.0,255,455,0.0,2013,1,3.9965116721541785,1.9637878273455553,0.0,130,5,7,1117,1996
0.0,2.0,0.0,0,0.0,1266,388,2.0,1266,0,3.502700175310563,1.6334684555795864,16.0,16,5,7,1266,2007
876.0,4.0,0.0,240,2.0,1752,716,2.0,2868,2,4.205637359479429,1.9294189257142926,208.0,108,5,9,1992,2005
1276.0,4.0,1.0,300,2.0,652,554,2.0,2256,0,3.94423584379348,1.8388490907372552,0.0,54,5,7,952,2000
0.0,3.0,0.0,24,2.0,1390,494,1.0,1414,0,3.943148129358563,1.8129133566428555,98.0,105,5,7,1414,2004
785.0,3.0,1.0,814,2.0,114,471,0.0,1721,0,3.9274730209952757,1.845098040014257,105.0,87,5,6,928,1994
741.0,3.0,1.0,550,1.0,163,434,1.0,1552,1,4.0597526942092985,1.9294189257142926,0.0,208,6,6,713,1975
430.0,2.0,1.0,0,0.0,698,528,1.0,1128,1,3.8750612633917,1.7781512503836436,0.0,0,4,4,698,1920
0.0,3.0,0.0,522,1.0,574,358,2.0,1118,1,3.9947569445876283,1.8808135922807914,0.0,0,6,6,1096,1977
0.0,4.0,2.0,936,3.0,396,574,0.0,1728,1,4.101747073946366,1.7403626894942439,0.0,0,5,6,1728,1976
762.0,4.0,1.0,1361,2.0,88,711,1.0,2448,0,4.668283388723757,1.7160033436347992,528.0,76,7,8,1629,1994
0.0,1.0,2.0,1324,2.0,113,452,0.0,1473,2,4.399587200018075,1.8129133566428555,0.0,48,8,5,1437,1968
530.0,3.0,3.0,902,4.0,254,400,1.0,1717,0,4.138555305113583,1.6434526764861874,117.0,36,5,7,1156,1990
0.0,2.0,2.0,655,2.0,201,400,2.0,1166,0,3.9816827273712856,1.7708520116421442,182.0,0,5,7,856,2005
0.0,2.0,3.0,24,2.0,1346,484,1.0,1370,0,3.8090207204836726,1.6434526764861874,178.0,49,5,8,1370,2006
0.0,3.0,0.0,528,1.0,1152,480,1.0,1724,1,4.252148854818508,1.8388490907372552,359.0,0,5,6,1680,1967
739.0,3.0,1.0,0,0.0,970,380,0.0,1709,0,3.401745082237063,1.380211241711606,50.0,40,5,7,970,2004
0.0,2.0,1.0,358,1.0,125,264,0.0,987,1,3.225309281725863,1.3222192947339193,604.0,0,3,6,483,1971
901.0,4.0,1.0,352,4.0,441,216,0.0,1802,1,3.880127322216625,1.7323937598229686,0.0,0,6,7,793,1920
1175.0,4.0,1.0,503,3.0,449,360,0.0,2345,1,4.219060332448861,1.9030899869919435,0.0,0,8,6,952,1932
